"","Partido","agrotox","cartvdam","cons_mp","conv_interam_rac","correios","div_fundpart","dsil","eletrobras","fundeb_igrej","grilagem","imp_renda","improb_base","improb_dolo","improb_nep","ind.BC","jogazar","lib_san_bas","lic_amb","mineracao_votourg","minireftrab","pec.emg","posse_armas","precatorios","proib_desp_pand","refprev","sisteleit","sisteleit_col","sisteleit_dist","telecom","vot_imp"
"204388","PL","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"204485","PL","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Não"
"204481","PL","Sim","Sim","Não","Não","Sim","Não","Não","Sim","Sim",NA,"Sim","Sim","Não","Sim",NA,"Não",NA,"Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim"
"179000","PL",NA,NA,"Sim",NA,"Sim","Não","Não","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Não",NA,NA,"Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim",NA
"178983","PL","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"178985","PL","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"92346","PL","Sim","Sim","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não",NA,NA,"Sim","Sim"
"178937","PL","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim",NA,NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Não","Sim","Não"
"178946","PL",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,NA,"Sim","Sim",NA,"Sim","Sim",NA,"Sim",NA,"Sim","Não","Sim","Sim",NA,NA,"Sim",NA
"178947","PL","Sim","Sim","Sim","Sim","Não","Não","Não","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Não",NA,NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Não",NA,"Sim"
"141417","PL","Sim","Sim","Sim",NA,NA,NA,"Sim","Sim",NA,"Sim",NA,"Sim",NA,NA,"Sim","Sim",NA,NA,NA,"Sim","Sim",NA,"Sim","Não","Sim",NA,"Sim","Não",NA,"Não"
"74399","PL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA
"74052","PL","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não"
"74383","PL","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não",NA,NA
"141459","PL","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"160591","PL",NA,NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,NA,"Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não"
"160669","PL","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"160640","PL","Sim","Sim","Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim"
"160758","PL",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Não",NA,"Sim"
"160642","PL","Sim",NA,"Não","Não","Sim","Não","Não","Sim",NA,"Sim","Sim","Sim","Não",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim"
"74043","PL",NA,NA,"Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,NA,NA,"Sim",NA,NA,"Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não",NA,"Não"
"74585","PL","Sim","Sim",NA,NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"74273","PL","Não",NA,"Não","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"212749","PL",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129618","PL",NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141478","PL","Sim",NA,"Sim",NA,"Sim","Sim",NA,"Sim",NA,"Sim","Não","Sim","Sim","Não",NA,NA,NA,NA,"Sim",NA,NA,NA,"Sim","Não",NA,"Sim",NA,"Não","Sim",NA
"128760","PL",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214694","PL",NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215043","PODE","Sim",NA,"Sim",NA,"Sim","Sim","Não","Não",NA,"Sim","Sim","Não","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim"
"178830","PODE",NA,"Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178920","PODE","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim",NA,NA,"Não",NA,NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim"
"178989","PODE","Não",NA,"Não","Sim","Não","Sim","Não","Não","Sim","Não","Não","Não","Sim","Sim",NA,"Sim",NA,"Não",NA,"Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"75431","PODE","Sim","Sim","Não","Sim","Sim","Não","Não","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Não",NA,"Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204552","PODE",NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,NA,NA
"205535","PODE",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204366","PODE","Sim","Sim","Não","Não","Sim","Sim","Não","Sim","Sim","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Sim","Sim"
"204508","PODE","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Não",NA,"Sim","Não","Sim","Sim","Sim","Não",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim",NA
"204359","PODE","Sim","Sim","Não","Sim","Não","Sim","Não","Não","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Sim","Sim","Não","Não","Sim","Sim"
"143084","PODE","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204391","PODE","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não",NA,NA,"Sim","Não","Não","Não",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"204390","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204395","PP","Sim","Sim","Sim","Não","Sim","Não","Não","Sim",NA,NA,"Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"204430","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim",NA,"Sim","Não","Sim","Sim","Sim","Sim",NA,NA,NA,"Não"
"204406","PP",NA,"Sim",NA,"Sim",NA,NA,"Não","Sim","Sim",NA,NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,NA,NA,"Sim",NA
"108338","PP","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204399","PP",NA,"Sim",NA,"Sim",NA,NA,"Sim",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,NA
"204440","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"204448","PP","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Não","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Não"
"204510","PP","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim",NA,"Não","Não","Sim","Sim",NA,"Não","Sim","Sim","Sim","Não",NA,"Sim"
"204450","PP",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Não"
"204524","PP","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim",NA
"178930","PP","Sim","Sim","Sim","Não",NA,NA,NA,"Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim"
"74253","PP","Sim",NA,"Sim",NA,"Sim","Sim",NA,NA,NA,NA,"Sim","Sim",NA,NA,NA,"Sim",NA,NA,"Sim","Sim",NA,NA,"Sim",NA,NA,"Sim","Sim","Não",NA,"Não"
"178948","PP","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"178858","PP","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não",NA,"Não"
"178861","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim",NA
"93083","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"178882","PP","Sim","Sim","Sim",NA,"Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim",NA,NA,"Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim",NA
"204380","PP","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não",NA,NA,"Sim",NA,NA,"Sim",NA,NA,"Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim"
"204477","PP","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Não",NA,"Sim","Sim"
"204549","PP","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim",NA
"74090","PP","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim"
"74537","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não",NA,"Sim"
"135054","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não",NA,NA,NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"121948","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim",NA
"178831","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim",NA
"160570","PP","Sim",NA,"Não","Sim","Sim",NA,"Não",NA,NA,"Não","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,NA,"Não","Sim","Não","Sim","Não","Sim","Sim"
"160667","PP",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,NA,NA,"Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"178843","PP","Sim","Sim","Sim","Sim","Não","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,"Sim",NA,NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim"
"178871","PP","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim"
"178901","PP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA
"66828","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"178959","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA
"178963","PP","Sim",NA,"Sim",NA,"Sim","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Não",NA,"Sim",NA,"Sim",NA,"Sim",NA,NA,"Sim","Não",NA,"Sim","Sim","Não","Sim",NA
"178928","PP","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim"
"137070","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"146788","PP","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não",NA,NA,"Sim","Sim","Sim","Sim",NA,NA,"Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"66179","PP","Sim","Sim","Não","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não",NA,"Sim","Não",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204351","PP","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Não","Não","Sim","Sim"
"92699","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Não"
"204355","PP","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Sim","Sim"
"74459","PP",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Sim","Não"
"73424","PP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73463","PP","Sim",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim","Não",NA,"Sim",NA,NA,"Sim",NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA
"141372","PP","Sim",NA,NA,NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não","Sim","Não"
"215045","PP",NA,NA,"Sim",NA,"Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim","Não","Sim","Sim",NA,NA,NA,"Sim","Sim",NA,NA,"Sim",NA,"Não","Não","Não","Sim","Não"
"214445","PP",NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73674","PP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73696","PP","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Sim","Não"
"73788","PP","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"67138","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,NA,NA,"Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"160527","PP","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim",NA
"160599","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim"
"146307","PP","Sim","Sim","Sim",NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Não","Sim",NA,NA,"Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim"
"151208","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não",NA,"Sim"
"160541","PP",NA,"Sim","Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim","Sim",NA,"Sim",NA,NA,NA,NA,NA
"141421","PP","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Não","Sim","Não"
"136811","PP","Sim","Sim","Não","Sim",NA,NA,"Não","Sim",NA,NA,NA,"Sim","Sim","Não",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,NA,NA,"Sim",NA
"160518","PROS","Não","Não","Não","Sim","Não",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não",NA,NA,NA,"Sim","Sim"
"213762","PROS","Sim",NA,"Não","Sim",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Não",NA,"Sim","Não","Sim","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim"
"195866","PROS","Sim",NA,"Sim","Sim","Sim",NA,"Não","Sim","Sim",NA,"Sim","Sim",NA,"Não",NA,"Sim","Sim",NA,"Não",NA,"Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não",NA,NA
"178934","PROS","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim"
"178939","PROS","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Não",NA,"Sim","Não","Não","Sim","Sim","Sim","Não",NA,NA,"Não","Não","Não","Não","Não","Sim"
"204379","PROS","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA
"218879","PROS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204397","PROS",NA,NA,NA,NA,NA,"Sim","Não","Não","Sim",NA,"Sim","Sim",NA,NA,"Sim",NA,"Não","Sim",NA,NA,"Não","Sim",NA,NA,"Sim","Sim",NA,"Não","Sim","Sim"
"204487","PROS","Não","Sim","Não","Sim",NA,"Sim","Não",NA,"Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Sim","Sim"
"213679","PROS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213854","PROS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74200","PROS","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim","Não","Sim","Sim",NA,NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não"
"206231","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Sim",NA,"Não","Sim","Sim","Sim","Sim","Não","Não","Sim"
"167614","PSB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92172","PSB","Não",NA,"Sim",NA,"Não","Sim","Sim",NA,NA,"Não","Sim","Sim","Sim",NA,"Não","Sim",NA,NA,"Não","Não","Não",NA,"Não",NA,NA,"Sim","Sim","Não",NA,"Não"
"204389","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Não","Sim",NA,"Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204499","PSB","Não","Não","Não","Sim","Não","Sim","Sim",NA,"Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim",NA,"Não","Sim","Sim","Não",NA,NA
"204394","PSB","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
